Date,DRTSCIS,DRTSCLCC,GACDISA066MSFRBNY
2017-07-07,-4.1,5.8,7.9
2017-07-14,-4.1,5.8,7.9
2017-07-21,-4.1,5.8,7.9
2017-07-28,-4.1,5.8,7.9
2017-08-04,-4.1,5.8,23.2
2017-08-11,-4.1,5.8,23.2
2017-08-18,-4.1,5.8,23.2
2017-08-25,-4.1,5.8,23.2
2017-09-01,-4.1,5.8,20.7
2017-09-08,-4.1,5.8,20.7
2017-09-15,-4.1,5.8,20.7
2017-09-22,-4.1,5.8,20.7
2017-09-29,-4.1,5.8,20.7
2017-10-06,-8.8,9.1,25.9
2017-10-13,-8.8,9.1,25.9
2017-10-20,-8.8,9.1,25.9
2017-10-27,-8.8,9.1,25.9
2017-11-03,-8.8,9.1,17.4
2017-11-10,-8.8,9.1,17.4
2017-11-17,-8.8,9.1,17.4
2017-11-24,-8.8,9.1,17.4
2017-12-01,-8.8,9.1,20.3
2017-12-08,-8.8,9.1,20.3
2017-12-15,-8.8,9.1,20.3
2017-12-22,-8.8,9.1,20.3
2017-12-29,-8.8,9.1,20.3
2018-01-05,0.0,1.9,23.3
2018-01-12,0.0,1.9,23.3
2018-01-19,0.0,1.9,23.3
2018-01-26,0.0,1.9,23.3
2018-02-02,0.0,1.9,16.8
2018-02-09,0.0,1.9,16.8
2018-02-16,0.0,1.9,16.8
2018-02-23,0.0,1.9,16.8
2018-03-02,0.0,1.9,27.1
2018-03-09,0.0,1.9,27.1
2018-03-16,0.0,1.9,27.1
2018-03-23,0.0,1.9,27.1
2018-03-30,0.0,1.9,27.1
2018-04-06,-3.0,9.4,14.6
2018-04-13,-3.0,9.4,14.6
2018-04-20,-3.0,9.4,14.6
2018-04-27,-3.0,9.4,14.6
2018-05-04,-3.0,9.4,22.3
2018-05-11,-3.0,9.4,22.3
2018-05-18,-3.0,9.4,22.3
2018-05-25,-3.0,9.4,22.3
2018-06-01,-3.0,9.4,25.8
2018-06-08,-3.0,9.4,25.8
2018-06-15,-3.0,9.4,25.8
2018-06-22,-3.0,9.4,25.8
2018-06-29,-3.0,9.4,25.8
2018-07-06,-7.6,12.0,16.3
2018-07-13,-7.6,12.0,16.3
2018-07-20,-7.6,12.0,16.3
2018-07-27,-7.6,12.0,16.3
2018-08-03,-7.6,12.0,25.6
2018-08-10,-7.6,12.0,25.6
2018-08-17,-7.6,12.0,25.6
2018-08-24,-7.6,12.0,25.6
2018-08-31,-7.6,12.0,25.6
2018-09-07,-7.6,12.0,14.6
2018-09-14,-7.6,12.0,14.6
2018-09-21,-7.6,12.0,14.6
2018-09-28,-7.6,12.0,14.6
2018-10-05,-3.1,-2.2,18.7
2018-10-12,-3.1,-2.2,18.7
2018-10-19,-3.1,-2.2,18.7
2018-10-26,-3.1,-2.2,18.7
2018-11-02,-3.1,-2.2,17.6
2018-11-09,-3.1,-2.2,17.6
2018-11-16,-3.1,-2.2,17.6
2018-11-23,-3.1,-2.2,17.6
2018-11-30,-3.1,-2.2,17.6
2018-12-07,-3.1,-2.2,11.2
2018-12-14,-3.1,-2.2,11.2
2018-12-21,-3.1,-2.2,11.2
2018-12-28,-3.1,-2.2,11.2
2019-01-04,4.3,6.4,10.2
2019-01-11,4.3,6.4,10.2
2019-01-18,4.3,6.4,10.2
2019-01-25,4.3,6.4,10.2
2019-02-01,4.3,6.4,9.1
2019-02-08,4.3,6.4,9.1
2019-02-15,4.3,6.4,9.1
2019-02-22,4.3,6.4,9.1
2019-03-01,4.3,6.4,10.8
2019-03-08,4.3,6.4,10.8
2019-03-15,4.3,6.4,10.8
2019-03-22,4.3,6.4,10.8
2019-03-29,4.3,6.4,10.8
2019-04-05,0.0,15.2,5.8
2019-04-12,0.0,15.2,5.8
2019-04-19,0.0,15.2,5.8
2019-04-26,0.0,15.2,5.8
2019-05-03,0.0,15.2,20.7
2019-05-10,0.0,15.2,20.7
2019-05-17,0.0,15.2,20.7
2019-05-24,0.0,15.2,20.7
2019-05-31,0.0,15.2,20.7
2019-06-07,0.0,15.2,-5.9
2019-06-14,0.0,15.2,-5.9
2019-06-21,0.0,15.2,-5.9
2019-06-28,0.0,15.2,-5.9
2019-07-05,-5.8,8.5,-2.0
2019-07-12,-5.8,8.5,-2.0
2019-07-19,-5.8,8.5,-2.0
2019-07-26,-5.8,8.5,-2.0
2019-08-02,-5.8,8.5,6.7
2019-08-09,-5.8,8.5,6.7
2019-08-16,-5.8,8.5,6.7
2019-08-23,-5.8,8.5,6.7
2019-08-30,-5.8,8.5,6.7
2019-09-06,-5.8,8.5,-3.0
2019-09-13,-5.8,8.5,-3.0
2019-09-20,-5.8,8.5,-3.0
2019-09-27,-5.8,8.5,-3.0
2019-10-04,5.6,10.4,2.4
2019-10-11,5.6,10.4,2.4
2019-10-18,5.6,10.4,2.4
2019-10-25,5.6,10.4,2.4
2019-11-01,5.6,10.4,-3.2
2019-11-08,5.6,10.4,-3.2
2019-11-15,5.6,10.4,-3.2
2019-11-22,5.6,10.4,-3.2
2019-11-29,5.6,10.4,-3.2
2019-12-06,5.6,10.4,3.2
2019-12-13,5.6,10.4,3.2
2019-12-20,5.6,10.4,3.2
2019-12-27,5.6,10.4,3.2
2020-01-03,-1.4,13.6,13.0
2020-01-10,-1.4,13.6,13.0
2020-01-17,-1.4,13.6,13.0
2020-01-24,-1.4,13.6,13.0
2020-01-31,-1.4,13.6,13.0
2020-02-07,-1.4,13.6,10.9
2020-02-14,-1.4,13.6,10.9
2020-02-21,-1.4,13.6,10.9
2020-02-28,-1.4,13.6,10.9
2020-03-06,-1.4,13.6,-13.4
2020-03-13,-1.4,13.6,-13.4
2020-03-20,-1.4,13.6,-13.4
2020-03-27,-1.4,13.6,-13.4
2020-04-03,39.7,38.5,-80.0
2020-04-10,39.7,38.5,-80.0
2020-04-17,39.7,38.5,-80.0
2020-04-24,39.7,38.5,-80.0
2020-05-01,39.7,38.5,-43.3
2020-05-08,39.7,38.5,-43.3
2020-05-15,39.7,38.5,-43.3
2020-05-22,39.7,38.5,-43.3
2020-05-29,39.7,38.5,-43.3
2020-06-05,39.7,38.5,-0.3
2020-06-12,39.7,38.5,-0.3
2020-06-19,39.7,38.5,-0.3
2020-06-26,39.7,38.5,-0.3
2020-07-03,70.0,71.7,9.5
2020-07-10,70.0,71.7,9.5
2020-07-17,70.0,71.7,9.5
2020-07-24,70.0,71.7,9.5
2020-07-31,70.0,71.7,9.5
2020-08-07,70.0,71.7,6.9
2020-08-14,70.0,71.7,6.9
2020-08-21,70.0,71.7,6.9
2020-08-28,70.0,71.7,6.9
2020-09-04,70.0,71.7,10.5
2020-09-11,70.0,71.7,10.5
2020-09-18,70.0,71.7,10.5
2020-09-25,70.0,71.7,10.5
2020-10-02,31.3,26.7,9.0
2020-10-09,31.3,26.7,9.0
2020-10-16,31.3,26.7,9.0
2020-10-23,31.3,26.7,9.0
2020-10-30,31.3,26.7,9.0
2020-11-06,31.3,26.7,-1.9
2020-11-13,31.3,26.7,-1.9
2020-11-20,31.3,26.7,-1.9
2020-11-27,31.3,26.7,-1.9
2020-12-04,31.3,26.7,5.7
2020-12-11,31.3,26.7,5.7
2020-12-18,31.3,26.7,5.7
2020-12-25,31.3,26.7,5.7
2021-01-01,11.4,-12.8,14.0
2021-01-08,11.4,-12.8,14.0
2021-01-15,11.4,-12.8,14.0
2021-01-22,11.4,-12.8,14.0
2021-01-29,11.4,-12.8,14.0
2021-02-05,11.4,-12.8,9.5
2021-02-12,11.4,-12.8,9.5
2021-02-19,11.4,-12.8,9.5
2021-02-26,11.4,-12.8,9.5
2021-03-05,11.4,-12.8,25.0
2021-03-12,11.4,-12.8,25.0
2021-03-19,11.4,-12.8,25.0
2021-03-26,11.4,-12.8,25.0
2021-04-02,-12.9,-27.1,22.6
2021-04-09,-12.9,-27.1,22.6
2021-04-16,-12.9,-27.1,22.6
2021-04-23,-12.9,-27.1,22.6
2021-04-30,-12.9,-27.1,22.6
2021-05-07,-12.9,-27.1,31.9
2021-05-14,-12.9,-27.1,31.9
2021-05-21,-12.9,-27.1,31.9
2021-05-28,-12.9,-27.1,31.9
2021-06-04,-12.9,-27.1,16.7
2021-06-11,-12.9,-27.1,16.7
2021-06-18,-12.9,-27.1,16.7
2021-06-25,-12.9,-27.1,16.7
2021-07-02,-25.7,-37.3,35.8
2021-07-09,-25.7,-37.3,35.8
2021-07-16,-25.7,-37.3,35.8
2021-07-23,-25.7,-37.3,35.8
2021-07-30,-25.7,-37.3,35.8
2021-08-06,-25.7,-37.3,20.7
2021-08-13,-25.7,-37.3,20.7
2021-08-20,-25.7,-37.3,20.7
2021-08-27,-25.7,-37.3,20.7
2021-09-03,-25.7,-37.3,28.4
2021-09-10,-25.7,-37.3,28.4
2021-09-17,-25.7,-37.3,28.4
2021-09-24,-25.7,-37.3,28.4
2021-10-01,-11.1,-31.1,18.1
2021-10-08,-11.1,-31.1,18.1
2021-10-15,-11.1,-31.1,18.1
2021-10-22,-11.1,-31.1,18.1
2021-10-29,-11.1,-31.1,18.1
2021-11-05,-11.1,-31.1,21.3
2021-11-12,-11.1,-31.1,21.3
2021-11-19,-11.1,-31.1,21.3
2021-11-26,-11.1,-31.1,21.3
2021-12-03,-11.1,-31.1,34.4
2021-12-10,-11.1,-31.1,34.4
2021-12-17,-11.1,-31.1,34.4
2021-12-24,-11.1,-31.1,34.4
2021-12-31,-11.1,-31.1,34.4
2022-01-07,-9.4,-17.0,10.9
2022-01-14,-9.4,-17.0,10.9
2022-01-21,-9.4,-17.0,10.9
2022-01-28,-9.4,-17.0,10.9
2022-02-04,-9.4,-17.0,-0.8
2022-02-11,-9.4,-17.0,-0.8
2022-02-18,-9.4,-17.0,-0.8
2022-02-25,-9.4,-17.0,-0.8
2022-03-04,-9.4,-17.0,0.1
2022-03-11,-9.4,-17.0,0.1
2022-03-18,-9.4,-17.0,0.1
2022-03-25,-9.4,-17.0,0.1
2022-04-01,0.0,-10.4,20.3
2022-04-08,0.0,-10.4,20.3
2022-04-15,0.0,-10.4,20.3
2022-04-22,0.0,-10.4,20.3
2022-04-29,0.0,-10.4,20.3
2022-05-06,0.0,-10.4,-4.8
2022-05-13,0.0,-10.4,-4.8
2022-05-20,0.0,-10.4,-4.8
2022-05-27,0.0,-10.4,-4.8
2022-06-03,0.0,-10.4,-1.1
2022-06-10,0.0,-10.4,-1.1
2022-06-17,0.0,-10.4,-1.1
2022-06-24,0.0,-10.4,-1.1
2022-07-01,22.2,0.0,2.1
2022-07-08,22.2,0.0,2.1
2022-07-15,22.2,0.0,2.1
2022-07-22,22.2,0.0,2.1
2022-07-29,22.2,0.0,2.1
2022-08-05,22.2,0.0,-28.4
2022-08-12,22.2,0.0,-28.4
2022-08-19,22.2,0.0,-28.4
2022-08-26,22.2,0.0,-28.4
2022-09-02,22.2,0.0,-8.9
2022-09-09,22.2,0.0,-8.9
2022-09-16,22.2,0.0,-8.9
2022-09-23,22.2,0.0,-8.9
2022-09-30,22.2,0.0,-8.9
2022-10-07,31.8,18.8,-11.0
2022-10-14,31.8,18.8,-11.0
2022-10-21,31.8,18.8,-11.0
2022-10-28,31.8,18.8,-11.0
2022-11-04,31.8,18.8,-9.6
2022-11-11,31.8,18.8,-9.6
2022-11-18,31.8,18.8,-9.6
2022-11-25,31.8,18.8,-9.6
2022-12-02,31.8,18.8,-9.8
2022-12-09,31.8,18.8,-9.8
2022-12-16,31.8,18.8,-9.8
2022-12-23,31.8,18.8,-9.8
2022-12-30,31.8,18.8,-9.8
2023-01-06,43.8,28.3,-20.9
2023-01-13,43.8,28.3,-20.9
2023-01-20,43.8,28.3,-20.9
2023-01-27,43.8,28.3,-20.9
2023-02-03,43.8,28.3,-9.8
2023-02-10,43.8,28.3,-9.8
2023-02-17,43.8,28.3,-9.8
2023-02-24,43.8,28.3,-9.8
2023-03-03,43.8,28.3,-10.3
2023-03-10,43.8,28.3,-10.3
2023-03-17,43.8,28.3,-10.3
2023-03-24,43.8,28.3,-10.3
2023-03-31,43.8,28.3,-10.3
2023-04-07,46.7,30.4,5.6
2023-04-14,46.7,30.4,5.6
2023-04-21,46.7,30.4,5.6
2023-04-28,46.7,30.4,5.6
2023-05-05,46.7,30.4,-24.6
2023-05-12,46.7,30.4,-24.6
2023-05-19,46.7,30.4,-24.6
2023-05-26,46.7,30.4,-24.6
2023-06-02,46.7,30.4,6.1
2023-06-09,46.7,30.4,6.1
2023-06-16,46.7,30.4,6.1
2023-06-23,46.7,30.4,6.1
2023-06-30,46.7,30.4,6.1
2023-07-07,49.2,36.4,-8.6
2023-07-14,49.2,36.4,-8.6
2023-07-21,49.2,36.4,-8.6
2023-07-28,49.2,36.4,-8.6
2023-08-04,49.2,36.4,-15.4
2023-08-11,49.2,36.4,-15.4
2023-08-18,49.2,36.4,-15.4
2023-08-25,49.2,36.4,-15.4
2023-09-01,49.2,36.4,-5.3
2023-09-08,49.2,36.4,-5.3
2023-09-15,49.2,36.4,-5.3
2023-09-22,49.2,36.4,-5.3
2023-09-29,49.2,36.4,-5.3
2023-10-06,30.4,28.9,-6.5
2023-10-13,30.4,28.9,-6.5
2023-10-20,30.4,28.9,-6.5
2023-10-27,30.4,28.9,-6.5
2023-11-03,30.4,28.9,-6.5
2023-11-10,30.4,28.9,-6.5
2023-11-17,30.4,28.9,-6.5
2023-11-24,30.4,28.9,-6.5
2023-12-01,30.4,28.9,-13.6
2023-12-08,30.4,28.9,-13.6
2023-12-15,30.4,28.9,-13.6
2023-12-22,30.4,28.9,-13.6
2023-12-29,30.4,28.9,-13.6
2024-01-05,18.6,22.9,-29.7
2024-01-12,18.6,22.9,-29.7
2024-01-19,18.6,22.9,-29.7
2024-01-26,18.6,22.9,-29.7
2024-02-02,18.6,22.9,-7.2
2024-02-09,18.6,22.9,-7.2
2024-02-16,18.6,22.9,-7.2
2024-02-23,18.6,22.9,-7.2
2024-03-01,18.6,22.9,-4.7
2024-03-08,18.6,22.9,-4.7
2024-03-15,18.6,22.9,-4.7
2024-03-22,18.6,22.9,-4.7
2024-03-29,18.6,22.9,-4.7
2024-04-05,19.7,21.2,-19.7
2024-04-12,19.7,21.2,-19.7
2024-04-19,19.7,21.2,-19.7
2024-04-26,19.7,21.2,-19.7
2024-05-03,19.7,21.2,-7.0
2024-05-10,19.7,21.2,-7.0
2024-05-17,19.7,21.2,-7.0
2024-05-24,19.7,21.2,-7.0
2024-05-31,19.7,21.2,-7.0
2024-06-07,19.7,21.2,-6.5
2024-06-14,19.7,21.2,-6.5
2024-06-21,19.7,21.2,-6.5
2024-06-28,19.7,21.2,-6.5
2024-07-05,8.2,20.0,-16.7
2024-07-12,8.2,20.0,-16.7
2024-07-19,8.2,20.0,-16.7
2024-07-26,8.2,20.0,-16.7
2024-08-02,8.2,20.0,0.1
2024-08-09,8.2,20.0,0.1
2024-08-16,8.2,20.0,0.1
2024-08-23,8.2,20.0,0.1
2024-08-30,8.2,20.0,0.1
2024-09-06,8.2,20.0,3.8
2024-09-13,8.2,20.0,3.8
2024-09-20,8.2,20.0,3.8
2024-09-27,8.2,20.0,3.8
2024-10-04,13.3,18.4,-14.0
2024-10-11,13.3,18.4,-14.0
2024-10-18,13.3,18.4,-14.0
2024-10-25,13.3,18.4,-14.0
2024-11-01,13.3,18.4,16.8
2024-11-08,13.3,18.4,16.8
2024-11-15,13.3,18.4,16.8
2024-11-22,13.3,18.4,16.8
2024-11-29,13.3,18.4,16.8
2024-12-06,13.3,18.4,2.2
2024-12-13,13.3,18.4,2.2
2024-12-20,13.3,18.4,2.2
2024-12-27,13.3,18.4,2.2
2025-01-03,11.1,9.4,-7.4
2025-01-10,11.1,9.4,-7.4
2025-01-17,11.1,9.4,-7.4
2025-01-24,11.1,9.4,-7.4
2025-01-31,11.1,9.4,-7.4
2025-02-07,11.1,9.4,4.3
2025-02-14,11.1,9.4,4.3
2025-02-21,11.1,9.4,4.3
2025-02-28,11.1,9.4,4.3
2025-03-07,11.1,9.4,-15.7
2025-03-14,11.1,9.4,-15.7
2025-03-21,11.1,9.4,-15.7
2025-03-28,11.1,9.4,-15.7
2025-04-04,15.9,5.6,-8.6
2025-04-11,15.9,5.6,-8.6
2025-04-18,15.9,5.6,-8.6
2025-04-25,15.9,5.6,-8.6
2025-05-02,15.9,5.6,-6.9
2025-05-09,15.9,5.6,-6.9
2025-05-16,15.9,5.6,-6.9
2025-05-23,15.9,5.6,-6.9
2025-05-30,15.9,5.6,-6.9
2025-06-06,15.9,5.6,-14.9
2025-06-13,15.9,5.6,-14.9
2025-06-20,15.9,5.6,-14.9
2025-06-27,15.9,5.6,-14.9
2025-07-04,8.2,10.4,3.1
2025-07-11,8.2,10.4,3.1
2025-07-18,8.2,10.4,3.1
2025-07-25,8.2,10.4,3.1
2025-08-01,8.2,10.4,9.1
2025-08-08,8.2,10.4,9.1
2025-08-15,8.2,10.4,9.1
2025-08-22,8.2,10.4,9.1
2025-08-29,8.2,10.4,9.1
2025-09-05,8.2,10.4,-7.0
2025-09-12,8.2,10.4,-7.0
2025-09-19,8.2,10.4,-7.0
2025-09-26,8.2,10.4,-7.0
2025-10-03,8.3,4.2,7.8
2025-10-10,8.3,4.2,7.8
2025-10-17,8.3,4.2,7.8
2025-10-24,8.3,4.2,7.8
2025-10-31,8.3,4.2,7.8
2025-11-07,8.3,4.2,13.5
2025-11-14,8.3,4.2,13.5
2025-11-21,8.3,4.2,13.5
2025-11-28,8.3,4.2,13.5
2025-12-05,8.3,4.2,-3.7
2025-12-12,8.3,4.2,-3.7
2025-12-19,8.3,4.2,-3.7
2025-12-26,8.3,4.2,-3.7
2026-01-02,8.9,0.0,7.7
2026-01-09,8.9,0.0,7.7
2026-01-16,8.9,0.0,7.7
2026-01-23,8.9,0.0,7.7
2026-01-30,8.9,0.0,7.7
2026-02-06,8.9,0.0,7.1
2026-02-13,8.9,0.0,7.1
2026-02-20,8.9,0.0,7.1
2026-02-27,8.9,0.0,7.1
2026-03-06,8.9,0.0,7.1
